education,language,age_category,income_category,income_number,gender,province,health,citizenship,born_in_canada,marital_status,owns_house,vote_choice
High School,English,65-74,"$25,000 to $49,999",38000,Male,British Columbia,Don't Know,Yes,Yes,Married,Own a residence,2
Bachelor,English,35-44,"Less than $25,000",-5184988592872819e28,Female,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,1
High School,Neither English nor French,55-64,"$75,000 to $99,999",78000,Female,British Columbia,Good/Very Good,Yes,No,Married,Own a residence,2
Bachelor,French,65-74,"Less than $25,000",17800,Male,Quebec,Excellent,Yes,Yes,Living with a partner,No residence,4
High School,English_and_French,15-24,"Less than $25,000",-38225959970430543e27,Female,British Columbia,Poor/Fair,Yes,No,Never Married,Own a residence,5
Bachelor,English,35-44,"Less than $25,000",-5229110965697256e28,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1
Bachelor,English_and_French,25-34,"$125,000 and more",150000,Male,Alberta,Good/Very Good,Yes,Yes,Married,No residence,1
Bachelor,English,25-34,"$75,000 to $99,999",90000,Female,British Columbia,Good/Very Good,Yes,Yes,Never Married,Own a residence,2
College/Trade,English,65-74,"$75,000 to $99,999",80000,Male,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2
High School,English,75-84,"Less than $25,000",-5102014140522817e28,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,3
College/Trade,English,55-64,"Less than $25,000",-4939037942580235e28,Female,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,5
High School,English,65-74,"$50,000 to $74,999",60000,Female,Maintoba,Good/Very Good,Yes,Yes,Divorced,Own a residence,1
Postgrad,English,25-34,"$25,000 to $49,999",49000,Male,Ontario,Poor/Fair,No,No,Married,No residence,3
College/Trade,English,45-54,"$125,000 and more",195000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2
Bachelor,English,15-24,"$50,000 to $74,999",70000,Female,Ontario,Good/Very Good,No,No,Married,No residence,1
Bachelor,English,35-44,"$50,000 to $74,999",60000,Female,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,5
Bachelor,English,55-64,"$25,000 to $49,999",40000,Male,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,2
College/Trade,English,85+,"Less than $25,000",-44251190117258155e27,Female,British Columbia,Poor/Fair,Yes,No,Widowed,Own a residence,1
Postgrad,English_and_French,65-74,"$25,000 to $49,999",35000,Male,Quebec,Good/Very Good,Yes,Yes,Divorced,Own a residence,1
Bachelor,English,65-74,"$75,000 to $99,999",92500,Male,British Columbia,Excellent,Yes,Yes,Never Married,Own a residence,1
College/Trade,English,25-34,"$50,000 to $74,999",66000,Female,Ontario,Poor/Fair,Yes,Yes,Never Married,Own a residence,3
Postgrad,English,45-54,"Less than $25,000",-456737337465238e29,Male,Ontario,Poor/Fair,Yes,No,Married,Own a residence,1
Bachelor,French,35-44,"$75,000 to $99,999",80000,Male,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,1
Bachelor,English,25-34,"$75,000 to $99,999",89976,Female,Ontario,Excellent,Yes,Yes,Living with a partner,Own a residence,1
High School,English,45-54,"$75,000 to $99,999",90000,Male,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,2
High School,French,55-64,"$50,000 to $74,999",70000,Male,Quebec,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,1
High School,English,25-34,"$50,000 to $74,999",68000,Male,Saskatchewan,Good/Very Good,Yes,Yes,Divorced,No residence,2
College/Trade,English,15-24,"$25,000 to $49,999",31000,Male,Ontario,Don't Know,Yes,Yes,Living with a partner,No residence,3
Bachelor,Neither English nor French,25-34,"$75,000 to $99,999",80000,Female,British Columbia,Poor/Fair,Yes,No,Never Married,No residence,2
Postgrad,English,55-64,"$50,000 to $74,999",70000,Female,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,1
Bachelor,English_and_French,55-64,"$50,000 to $74,999",70000,Female,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,1
College/Trade,English_and_French,35-44,"Less than $25,000",-43007335564510033e27,Female,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,1
Postgrad,English,35-44,"Less than $25,000",-4693185293609325e28,Male,Ontario,Poor/Fair,Yes,No,Married,No residence,5
Bachelor,English,55-64,"$25,000 to $49,999",34000,Female,Alberta,Excellent,Yes,Yes,Married,Own a residence,2
College/Trade,English,65-74,"$75,000 to $99,999",99000,Male,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2
College/Trade,English,35-44,"$25,000 to $49,999",28000,Female,Ontario,Poor/Fair,Yes,Yes,Living with a partner,No residence,2
College/Trade,English,55-64,"Less than $25,000",-4876001314672865e28,Female,Maintoba,Good/Very Good,Yes,Yes,Divorced,Own a residence,5
Bachelor,English,15-24,"$25,000 to $49,999",42500,Female,British Columbia,Good/Very Good,Yes,Yes,Never Married,No residence,1
Bachelor,English,45-54,"Less than $25,000",24000,Female,Alberta,Don't Know,Yes,Yes,Never Married,Own a residence,1
College/Trade,English,35-44,"$75,000 to $99,999",88000,Male,Saskatchewan,Good/Very Good,Yes,Yes,Married,Own a residence,2
College/Trade,English,55-64,"Less than $25,000",-5224711795257702e28,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2
College/Trade,English,45-54,"$100,000 to $ 124,999",120000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2
Bachelor,English,45-54,"Less than $25,000",-4540706126121519e28,Female,Ontario,Poor/Fair,Yes,Yes,Never Married,Own a residence,2
Bachelor,French,45-54,"$75,000 to $99,999",99000,Male,Quebec,Excellent,Yes,Yes,Living with a partner,Own a residence,4
Postgrad,French,35-44,"$100,000 to $ 124,999",120000,Male,Northwest Territories,Good/Very Good,Yes,Yes,Never Married,Own a residence,1
Postgrad,English,65-74,"Less than $25,000",-5273364006950589e28,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1
High School,English,25-34,"Less than $25,000",15000,Female,British Columbia,Poor/Fair,Yes,Yes,Living with a partner,No residence,3
College/Trade,English,25-34,"Less than $25,000",-4895612468043252e28,Female,British Columbia,Poor/Fair,Yes,Yes,Living with a partner,No residence,2
College/Trade,English_and_French,35-44,"$125,000 and more",150000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1
College/Trade,English,45-54,"$75,000 to $99,999",77000,Male,Maintoba,Good/Very Good,Yes,Yes,Married,Own a residence,2
High School,English_and_French,45-54,"$125,000 and more",386839589327854e43,Female,Ontario,Good/Very Good,Yes,Yes,Never Married,No residence,3
High School,English,35-44,"$25,000 to $49,999",43000,Female,Ontario,Don't Know,Yes,Yes,Never Married,No residence,2
Bachelor,English,65-74,"$75,000 to $99,999",85000,Male,Maintoba,Good/Very Good,Yes,No,Married,Own a residence,2
Postgrad,French,55-64,"Less than $25,000",-4934529881783266e28,Female,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,3
Bachelor,English,75-84,"Less than $25,000",-4832826287957936e28,Female,Ontario,Good/Very Good,Yes,Yes,Widowed,No residence,1
College/Trade,English,45-54,"$125,000 and more",175000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2
Bachelor,English_and_French,35-44,"$125,000 and more",141500,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,3
High School,English,35-44,"$125,000 and more",128000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2
Bachelor,French,45-54,"$125,000 and more",130000,Male,Quebec,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,4
Bachelor,English,45-54,"$125,000 and more",180000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2
Bachelor,English_and_French,35-44,"$125,000 and more",130000,Male,Ontario,Good/Very Good,Yes,No,Married,No residence,1
Bachelor,French,35-44,"Less than $25,000",-489077773617404e29,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,Own a residence,3
Bachelor,Neither English nor French,55-64,"$125,000 and more",140000,Male,Ontario,Good/Very Good,Yes,No,Married,Own a residence,2
Postgrad,English,45-54,"$25,000 to $49,999",49000,Male,Ontario,Good/Very Good,Yes,No,Divorced,No residence,1
College/Trade,English,55-64,"$50,000 to $74,999",59000,Female,Ontario,Poor/Fair,Yes,Yes,Married,No residence,1
Bachelor,English,45-54,"$125,000 and more",225000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2
Bachelor,French,15-24,"$50,000 to $74,999",60000,Male,Quebec,Poor/Fair,Yes,No,Never Married,Own a residence,1
Postgrad,English,35-44,"$75,000 to $99,999",85000,Female,Ontario,Good/Very Good,Yes,No,Never Married,No residence,2
Bachelor,English_and_French,45-54,"$125,000 and more",5441659392545495e41,Female,Alberta,Excellent,Yes,Yes,Married,Own a residence,2
Bachelor,French,25-34,"$75,000 to $99,999",80000,Male,Quebec,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,1
No degree/diploma,English,15-24,"Less than $25,000",-4775571738029287e28,Male,Ontario,Poor/Fair,Yes,Yes,Never Married,No residence,1
College/Trade,English,55-64,"$125,000 and more",500000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,2
High School,English,65-74,"$50,000 to $74,999",60000,Female,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,2
Bachelor,English_and_French,75-84,"Less than $25,000",34356708995668787e39,Female,Ontario,Good/Very Good,Yes,Yes,Married,No residence,1
College/Trade,English,75-84,"Less than $25,000",-4984684780408478e28,Female,Maintoba,Good/Very Good,Yes,Yes,Married,Own a residence,2
Bachelor,English,65-74,"$50,000 to $74,999",50000,Female,Quebec,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,1
College/Trade,English_and_French,25-34,"$25,000 to $49,999",46000,Female,Ontario,Don't Know,Yes,Yes,Living with a partner,No residence,5
Bachelor,French,35-44,"$125,000 and more",150000,Female,Quebec,Don't Know,Yes,Yes,Living with a partner,Own a residence,5
High School,French,35-44,"Less than $25,000",-484248486266062e29,Female,Quebec,Poor/Fair,Yes,Yes,Living with a partner,No residence,2
Bachelor,English,65-74,"Less than $25,000",-4674434374062513e28,Female,Alberta,Excellent,Yes,Yes,Married,No residence,5
High School,English,25-34,"$100,000 to $ 124,999",110000,Female,Ontario,Poor/Fair,Yes,Yes,Married,No residence,3
High School,French,55-64,"$50,000 to $74,999",62800,Male,Quebec,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,4
Postgrad,English,65-74,"$25,000 to $49,999",45000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,1
Bachelor,English_and_French,65-74,"Less than $25,000",-4488612979134328e28,Male,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,1
Bachelor,French,65-74,"$75,000 to $99,999",85000,Female,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,4
Bachelor,English,25-34,"$75,000 to $99,999",84000,Female,Alberta,Good/Very Good,Yes,Yes,Separated,Own a residence,3
College/Trade,English,25-34,"$50,000 to $74,999",55000,Female,Alberta,Poor/Fair,Yes,Yes,Never Married,Own a residence,3
Bachelor,English_and_French,45-54,"$125,000 and more",150000,Female,Ontario,Good/Very Good,Yes,No,Married,Own a residence,3
Bachelor,French,65-74,"$25,000 to $49,999",25000,Male,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,3
Postgrad,English,75-84,"$75,000 to $99,999",99000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2
College/Trade,English,75-84,"$100,000 to $ 124,999",110000,Male,Alberta,Excellent,Yes,Yes,Married,Own a residence,2
High School,English,55-64,"$25,000 to $49,999",41000,Female,Ontario,Good/Very Good,Yes,Yes,Married,No residence,3
Bachelor,English,15-24,"$25,000 to $49,999",40000,Female,Ontario,Good/Very Good,Yes,Yes,Never Married,No residence,1
High School,English,55-64,"$50,000 to $74,999",60000,Male,Quebec,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,2
College/Trade,English,45-54,"Less than $25,000",19000,Female,Ontario,Don't Know,Yes,Yes,Married,No residence,1
College/Trade,French,35-44,"$75,000 to $99,999",85000,Female,Ontario,Good/Very Good,No,No,Married,Own a residence,1
Postgrad,English_and_French,25-34,"Less than $25,000",2500,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,5
Bachelor,English,65-74,"$50,000 to $74,999",58000,Male,Alberta,Good/Very Good,Yes,Yes,Separated,Own a residence,2
Postgrad,Neither English nor French,45-54,"$75,000 to $99,999",76000,Male,Ontario,Poor/Fair,Yes,No,Married,Own a residence,1
College/Trade,English,15-24,"Less than $25,000",-4824517953687195e28,Male,Ontario,Poor/Fair,Yes,Yes,Never Married,Own a residence,3
High School,English,35-44,"$75,000 to $99,999",90000,Female,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,1
Bachelor,English,25-34,"$50,000 to $74,999",74000,Female,Saskatchewan,Good/Very Good,Yes,Yes,Married,Own a residence,3
College/Trade,English,25-34,"Less than $25,000",-4926058211976403e28,Male,Alberta,Poor/Fair,Yes,Yes,Never Married,Own a residence,3
College/Trade,Neither English nor French,55-64,"$50,000 to $74,999",57000,Male,Maintoba,Good/Very Good,Yes,Yes,Married,Own a residence,2
College/Trade,French,75-84,"Less than $25,000",20000,Female,Quebec,Excellent,Yes,Yes,Divorced,No residence,5
College/Trade,English,55-64,"$25,000 to $49,999",31000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1
Postgrad,English,45-54,"$125,000 and more",165000,Male,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2
Bachelor,English,25-34,"Less than $25,000",-4450076681645265e28,Female,British Columbia,Poor/Fair,Yes,No,Divorced,No residence,5
Bachelor,French,75-84,"$25,000 to $49,999",45000,Male,Quebec,Excellent,Yes,Yes,Married,Own a residence,1
High School,English,45-54,"$25,000 to $49,999",30000,Female,Maintoba,Poor/Fair,Yes,Yes,Married,Own a residence,1
Bachelor,Neither English nor French,45-54,"Less than $25,000",-43821617657257164e27,Male,Alberta,Good/Very Good,Yes,No,Married,No residence,1
Bachelor,English,35-44,"Less than $25,000",-5365605028716582e28,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,3
No degree/diploma,Neither English nor French,65-74,"$25,000 to $49,999",37000,Female,Ontario,Good/Very Good,Yes,No,Married,Own a residence,2
College/Trade,English,25-34,"$25,000 to $49,999",28000,Female,Ontario,Don't Know,Yes,Yes,Separated,No residence,5
Bachelor,English,25-34,"$100,000 to $ 124,999",100500,Female,Ontario,Poor/Fair,Yes,Yes,Never Married,Own a residence,3
College/Trade,English,55-64,"Less than $25,000",7732,Female,Maintoba,Don't Know,Yes,Yes,Never Married,No residence,3
College/Trade,French,45-54,"$100,000 to $ 124,999",110000,Female,Quebec,Poor/Fair,Yes,Yes,Married,Own a residence,4
College/Trade,English,25-34,"$50,000 to $74,999",56000,Female,Ontario,Don't Know,Yes,Yes,Living with a partner,No residence,5
Bachelor,English,25-34,"$125,000 and more",150000,Female,Saskatchewan,Poor/Fair,Yes,Yes,Married,No residence,3
Bachelor,English_and_French,15-24,"Less than $25,000",-3914630127129959e28,Female,Ontario,Excellent,Yes,Yes,Living with a partner,No residence,2
Bachelor,French,35-44,"$125,000 and more",190000,Male,Ontario,Poor/Fair,Yes,No,Married,Own a residence,2
Bachelor,English_and_French,55-64,"$100,000 to $ 124,999",100000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2
Bachelor,English,25-34,"Less than $25,000",-5145341613738126e28,Male,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,3
High School,English,25-34,"Less than $25,000",-5032934097778932e28,Female,Saskatchewan,Poor/Fair,Yes,Yes,Never Married,Own a residence,2
Postgrad,English,35-44,"$50,000 to $74,999",62000,Female,British Columbia,Excellent,Yes,Yes,Never Married,No residence,3
Bachelor,English_and_French,15-24,"$50,000 to $74,999",54000,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,1
Bachelor,English,45-54,"$50,000 to $74,999",61500,Male,British Columbia,Good/Very Good,Yes,Yes,Never Married,No residence,5
Bachelor,English,55-64,"$100,000 to $ 124,999",108000,Male,Alberta,Excellent,Yes,Yes,Married,Own a residence,2
Bachelor,English,15-24,"Less than $25,000",-44435759273076075e27,Male,Ontario,Excellent,No,No,Never Married,No residence,2
College/Trade,English,55-64,"$25,000 to $49,999",36700,Female,Ontario,Poor/Fair,Yes,No,Married,Own a residence,1
College/Trade,French,35-44,"Less than $25,000",-4623931026293575e28,Male,Quebec,Excellent,Yes,No,Married,No residence,1
Bachelor,Neither English nor French,15-24,"$75,000 to $99,999",75000,Female,Ontario,Good/Very Good,Yes,No,Never Married,No residence,1
Bachelor,English,15-24,"Less than $25,000",-5070435936872554e28,Female,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,3
Bachelor,English_and_French,15-24,"$25,000 to $49,999",45000,Female,Quebec,Good/Very Good,Yes,Yes,Never Married,No residence,3
High School,English,55-64,"$50,000 to $74,999",58000,Female,Alberta,Poor/Fair,Yes,Yes,Widowed,Own a residence,2
High School,English,45-54,"Less than $25,000",-443085753356157e29,Female,Ontario,Poor/Fair,Yes,Yes,Never Married,No residence,2
Bachelor,Neither English nor French,65-74,"$100,000 to $ 124,999",100000,Male,Maintoba,Poor/Fair,Yes,No,Married,Own a residence,2
Postgrad,English,65-74,"Less than $25,000",-4954707265012211e28,Female,British Columbia,Poor/Fair,Yes,Yes,Never Married,Own a residence,3
College/Trade,English,65-74,"Less than $25,000",21892,Female,Alberta,Poor/Fair,Yes,Yes,Never Married,No residence,1
College/Trade,Neither English nor French,45-54,"Less than $25,000",86,Male,Maintoba,Poor/Fair,Yes,No,Living with a partner,Own a residence,2
College/Trade,English,45-54,"$100,000 to $ 124,999",113000,Male,Ontario,Excellent,Yes,Yes,Never Married,Own a residence,2
College/Trade,English,15-24,"$125,000 and more",2192988735195943e44,Male,Ontario,Poor/Fair,Yes,Yes,Don't know/Prefer not to answer,No residence,2
High School,English,55-64,"Less than $25,000",-5213746536266041e28,Female,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,3
Postgrad,English,35-44,"$75,000 to $99,999",86000,Male,Alberta,Good/Very Good,Yes,Yes,Living with a partner,No residence,3
Postgrad,English,35-44,"Less than $25,000",-4519559618711586e28,Female,Alberta,Excellent,Yes,No,Married,Own a residence,2
College/Trade,English_and_French,55-64,"$100,000 to $ 124,999",101000,Male,Alberta,Good/Very Good,Yes,Yes,Divorced,Own a residence,2
